nidoranm,"Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom."
nidorino,An aggressive Pokemon that is quick to attack. The horn on its head secretes a powerful venom.
nidoking,"It uses its powerful tail in battle to smash, constrict, then break the prey's bones."
clefairy,Its magical and cute appeal has many admirers. It is rare and found only in certain areas.
clefable,A timid fairy Pokemon that is rarely seen. It will run and hide the moment it senses people.
vulpix,"At the time of birth, it has just one tail. The tail splits from its tip as it grows older."
ninetales,Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse.
jigglypuff,"When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep."
wigglytuff,"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size."
zubat,Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.
golbat,"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly."
oddish,"During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds."
gloom,The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.
vileplume,"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
paras,Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host.
parasect,A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.
venonat,Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.
venomoth,The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.
diglett,Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.
dugtrio,A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.
meowth,Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.
persian,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
psyduck,"While lulling its enemies with its vacant look, this wily Pokemon will use psychokinetic powers."
golduck,"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa."
mankey,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.
primeape,Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.
growlithe,Very protective of its territory. It will bark and bite to repel intruders from its space.
arcanine,A Pokemon that has been admired since the past for its beauty. It runs agilely as if on wings.
poliwag,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.
poliwhirl,"Capable of living in or out of water. When out of water, it sweats to keep its body slimy."
poliwrath,An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.
abra,"Using its ability to read minds, it will identify impending danger and TELEPORT to safety."
kadabra,It emits special alpha waves from its body that induce headaches just by being close by.
alakazam,"Its brain can outperform a supercomputer. Its intelligence quotient is said to be 5,000."
machop,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.
machoke,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions."
machamp,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon."
bellsprout,A carnivorous Pokemon that traps and eats bugs. It uses its root feet to soak up needed moisture.
weepinbell,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.
victreebel,"Said to live in huge colonies deep in jungles, although no one has ever returned from there."
tentacool,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.
tentacruel,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
geodude,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them."
graveler,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.
golem,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.
ponyta,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.
rapidash,"Very competitive, this Pokemon will chase anything that moves fast in the hopes of racing it."
slowpoke,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.
slowbro,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.
magnemite,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.
magneton,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.
farfetchd,The sprig of green onions it holds is its weapon. It is used much like a metal sword.
doduo,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.
dodrio,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake."
seel,The protruding horn on its head is very hard. It is used for bashing through thick ice.
dewgong,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.
grimer,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.
muk,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
shellder,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.
cloyster,"When attacked, it launches its horns in quick volleys. Its innards have never been seen."
gastly,"Almost invisible, this gaseous Pokemon cloaks the target and puts it to sleep without notice."
haunter,"Because of its ability to slip through block walls, it is said to be from another dimension."
gengar,"Under a full moon, this Pokemon likes to mimic the shadows of people and laugh at their fright."
onix,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black."
drowzee,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.
hypno,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION."
krabby,"Its pincers are not only powerful weapons, they are used for balance when walking sideways."
kingler,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use."
voltorb,"Usually found in power plants. Easily mistaken for a Poke Ball, they have zapped many people."
electrode,It stores electric energy under very high pressure. It often explodes with little or no provocation.
exeggcute,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms."
exeggutor,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE."
cubone,"Because it never removes its skull helmet, no one has ever seen this Pokemon's real face."
marowak,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
hitmonlee,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides."
hitmonchan,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see."
lickitung,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.
koffing,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning."
weezing,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years."
rhyhorn,Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.
rhydon,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees."
chansey,A rare and elusive Pokemon that is said to bring happiness to those who manage to get it.
tangela,The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.
kangaskhan,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.
horsea,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
seadra,Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.
goldeen,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen."
seaking,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks."
staryu,An enigmatic Pokemon that can effortlessly regenerate any appendage it loses in battle.
starmie,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
mrmime,"If interrupted while it is miming, it will slap around the offender with its broad hands."
scyther,"With ninja-like agility and speed, it can create the illusion that there is more than one."
jynx,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.
electabuzz,"Normally found near power plants, they can wander away and cause major blackouts in cities."
magmar,Its body always burns with an orange glow that enables it to hide perfectly among flames.
pinsir,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard."
tauros,"When it targets an enemy, it charges furiously while whipping its body with its long tails."
magikarp,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
gyarados,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage."
lapras,A Pokemon that has been overhunted almost to extinction. It can ferry people across the water.
ditto,Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.
eevee,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.
vaporeon,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.
jolteon,It accumulates negative ions in the atmosphere to blast out 10000- volt lightning bolts.
flareon,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees."
porygon,A Pokemon that consists entirely of programming code. Capable of moving freely in cyberspace.
omanyte,"Although long extinct, in rare cases, it can be genetically resurrected from fossils."
omastar,A prehistoric Pokemon that died out when its heavy shell made it impossible to catch prey.
kabuto,A Pokemon that was resurrected from a fossil found in what was once the ocean floor eons ago.
kabutops,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.
aerodactyl,"A ferocious, prehistoric Pokemon that goes for the enemy's throat with its serrated saw-like fangs."
snorlax,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful."
articuno,A legendary bird Pokemon that is said to appear to doomed people who are lost in icy mountains.
zapdos,A legendary bird Pokemon that is said to appear from clouds while dropping enormous lightning bolts.
moltres,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.
dratini,Long considered a mythical Pokemon until recently when a small colony was found living underwater.
dragonair,A mystical Pokemon that exudes a gentle aura. Has the ability to change climate conditions.
dragonite,An extremely rarely seen marine Pokemon. Its intelligence is said to match that of humans.
mewtwo,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.
mew,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.
bulbasaur,A strange seed was planted on its back at birth. The plant sprouts and grows with this Pokemon.
ivysaur,"When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs."
venusaur,The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.
charmander,"Obviously prefers hot places. When it rains, steam is said to spout from the tip of its tail."
charmeleon,"When it swings its burning tail, it elevates the temperature to unbearably high levels."
charizard,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.
squirtle,"After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth."
wartortle,"Often hides in water to stalk unwary prey. For swimming fast, it moves its ears to maintain balance."
blastoise,A brutal Pokemon with pressurized water jets on its shell. They are used for high speed tackles.
caterpie,Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.
metapod,"This Pokemon is vulnerable to attack while its shell is soft, exposing its weak and tender body."
butterfree,"In battle, it flaps its wings at high speed to release highly toxic dust into the air."
weedle,"Often found in forests, eating leaves. It has a sharp venomous stinger on its head."
kakuna,"Almost incapable of moving, this Pokemon can only harden its shell to protect itself from predators."
beedrill,Flies at high speed and attacks using its large venomous stingers on its forelegs and tail.
pidgey,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.
pidgeotto,"Very protective of its sprawling territorial area, this Pokemon will fiercely peck at any intruder."
pidgeot,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as MAGIKARP."
rattata,"Bites anything when it attacks. Small and very quick, it is a common sight in many places."
raticate,It uses its whiskers to maintain its balance. It apparently slows down if they are cut off.
spearow,Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne.
fearow,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest."
ekans,"Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole."
arbok,It is rumored that the ferocious warning markings on its belly differ from area to area.
pikachu,"When several of these Pokemon gather, their electricity could build and cause lightning storms."
raichu,Its long tail serves as a ground to protect itself from its own high voltage power.
sandshrew,Burrows deep underground in arid locations far from water. It only emerges to hunt for food.
sandslash,Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.
nidoranf,"Although small, its venomous barbs render this Pokemon dangerous. The female has smaller horns."
nidorina,The female's horn develops slowly. Prefers physical attacks such as clawing and biting.
nidoqueen,Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.
nidoranm,"Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom."
nidorino,An aggressive Pokemon that is quick to attack. The horn on its head secretes a powerful venom.
nidoking,"It uses its powerful tail in battle to smash, constrict, then break the prey's bones."
clefairy,Its magical and cute appeal has many admirers. It is rare and found only in certain areas.
clefable,A timid fairy Pokemon that is rarely seen. It will run and hide the moment it senses people.
vulpix,"At the time of birth, it has just one tail. The tail splits from its tip as it grows older."
ninetales,Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse.
jigglypuff,"When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep."
wigglytuff,"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size."
zubat,Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.
golbat,"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly."
oddish,"During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds."
gloom,The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.
vileplume,"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
paras,Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host.
parasect,A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.
venonat,Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.
venomoth,The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.
diglett,Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.
dugtrio,A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.
meowth,Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.
persian,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
psyduck,"While lulling its enemies with its vacant look, this wily Pokemon will use psychokinetic powers."
golduck,"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa."
mankey,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.
primeape,Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.
growlithe,Very protective of its territory. It will bark and bite to repel intruders from its space.
arcanine,A Pokemon that has been admired since the past for its beauty. It runs agilely as if on wings.
poliwag,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.
poliwhirl,"Capable of living in or out of water. When out of water, it sweats to keep its body slimy."
poliwrath,An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.
abra,"Using its ability to read minds, it will identify impending danger and TELEPORT to safety."
kadabra,It emits special alpha waves from its body that induce headaches just by being close by.
alakazam,"Its brain can outperform a supercomputer. Its intelligence quotient is said to be 5,000."
machop,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.
machoke,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions."
machamp,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon."
bellsprout,A carnivorous Pokemon that traps and eats bugs. It uses its root feet to soak up needed moisture.
weepinbell,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.
victreebel,"Said to live in huge colonies deep in jungles, although no one has ever returned from there."
tentacool,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.
tentacruel,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
geodude,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them."
graveler,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.
golem,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.
ponyta,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.
rapidash,"Very competitive, this Pokemon will chase anything that moves fast in the hopes of racing it."
slowpoke,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.
slowbro,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.
magnemite,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.
magneton,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.
farfetchd,The sprig of green onions it holds is its weapon. It is used much like a metal sword.
doduo,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.
dodrio,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake."
seel,The protruding horn on its head is very hard. It is used for bashing through thick ice.
dewgong,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.
grimer,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.
muk,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
shellder,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.
cloyster,"When attacked, it launches its horns in quick volleys. Its innards have never been seen."
gastly,"Almost invisible, this gaseous Pokemon cloaks the target and puts it to sleep without notice."
haunter,"Because of its ability to slip through block walls, it is said to be from another dimension."
gengar,"Under a full moon, this Pokemon likes to mimic the shadows of people and laugh at their fright."
onix,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black."
drowzee,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.
hypno,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION."
krabby,"Its pincers are not only powerful weapons, they are used for balance when walking sideways."
kingler,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use."
voltorb,"Usually found in power plants. Easily mistaken for a Poke Ball, they have zapped many people."
electrode,It stores electric energy under very high pressure. It often explodes with little or no provocation.
exeggcute,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms."
exeggutor,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE."
cubone,"Because it never removes its skull helmet, no one has ever seen this Pokemon's real face."
marowak,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
hitmonlee,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides."
hitmonchan,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see."
lickitung,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.
koffing,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning."
weezing,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years."
rhyhorn,Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.
rhydon,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees."
chansey,A rare and elusive Pokemon that is said to bring happiness to those who manage to get it.
tangela,The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.
kangaskhan,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.
horsea,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
seadra,Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.
goldeen,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen."
seaking,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks."
staryu,An enigmatic Pokemon that can effortlessly regenerate any appendage it loses in battle.
starmie,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
mrmime,"If interrupted while it is miming, it will slap around the offender with its broad hands."
scyther,"With ninja-like agility and speed, it can create the illusion that there is more than one."
jynx,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.
electabuzz,"Normally found near power plants, they can wander away and cause major blackouts in cities."
magmar,Its body always burns with an orange glow that enables it to hide perfectly among flames.
pinsir,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard."
tauros,"When it targets an enemy, it charges furiously while whipping its body with its long tails."
magikarp,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
gyarados,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage."
lapras,A Pokemon that has been overhunted almost to extinction. It can ferry people across the water.
ditto,Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.
eevee,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.
vaporeon,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.
jolteon,It accumulates negative ions in the atmosphere to blast out 10000- volt lightning bolts.
flareon,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees."
porygon,A Pokemon that consists entirely of programming code. Capable of moving freely in cyberspace.
omanyte,"Although long extinct, in rare cases, it can be genetically resurrected from fossils."
omastar,A prehistoric Pokemon that died out when its heavy shell made it impossible to catch prey.
kabuto,A Pokemon that was resurrected from a fossil found in what was once the ocean floor eons ago.
kabutops,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.
aerodactyl,"A ferocious, prehistoric Pokemon that goes for the enemy's throat with its serrated saw-like fangs."
snorlax,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful."
articuno,A legendary bird Pokemon that is said to appear to doomed people who are lost in icy mountains.
zapdos,A legendary bird Pokemon that is said to appear from clouds while dropping enormous lightning bolts.
moltres,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.
dratini,Long considered a mythical Pokemon until recently when a small colony was found living underwater.
dragonair,A mystical Pokemon that exudes a gentle aura. Has the ability to change climate conditions.
dragonite,An extremely rarely seen marine Pokemon. Its intelligence is said to match that of humans.
mewtwo,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.
mew,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.
bulbasaur,"It can go for days without eating a single morsel. In the bulb on its back, it stores energy."
ivysaur,The bulb on its back grows by drawing energy. It gives off an aroma when it is ready to bloom.
venusaur,The flower on its back catches the sun's rays. The sunlight is then absorbed and used for energy.
charmander,The flame at the tip of its tail makes a sound as it burns. You can only hear it in quiet places.
charmeleon,"Tough fights could excite this Pokemon. When excited, it may blow out bluish- white flames."
charizard,"When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely."
squirtle,Shoots water at prey while in the water. Withdraws into its shell when in danger.
wartortle,"When tapped, this Pokemon will pull in its head, but its tail will still stick out a little bit."
blastoise,"Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
caterpie,"If you touch the feeler on top of its head, it will release a horrible stink to protect itself."
metapod,"Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell."
butterfree,"Its wings, covered with poisonous powders, repel water. This allows it to fly in the rain."
weedle,Beware of the sharp stinger on its head. It hides in grass and bushes where it eats leaves.
kakuna,"Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy."
beedrill,It has 3 poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.
pidgey,"Very docile. If attacked, it will often kick up sand to protect itself rather than fight back."
pidgeotto,This Pokemon is full of vitality. It constantly flies around its large territory in search of prey.
pidgeot,"This Pokemon flies at Mach 2 speed, seeking prey. Its large talons are feared as wicked weapons."
rattata,"Will chew on anything with its fangs. If you see one, it is certain that 40 more live in the area."
raticate,"Its hind feet are webbed. They act as flippers, so it can swim in rivers and hunt for prey."
spearow,"Inept at flying high. However, it can fly around very fast to protect its territory."
fearow,"A Pokemon that dates back many years. If it senses danger, it flies high and away, instantly."
ekans,"The older it gets, the longer it grows. At night, it wraps its long body around tree branches to rest."
arbok,The frightening patterns on its belly have been studied. Six variations have been confirmed.
pikachu,"It keeps its tail raised to monitor its surroundings. If you yank its tail, it will try to bite you."
raichu,"When electricity builds up inside its body, it becomes feisty. It also glows in the dark."
sandshrew,"Its body is dry. When it gets cold at night, its hide is said to become coated with a fine dew."
sandslash,"It is skilled at slashing enemies with its claws. If broken, they start to grow back in a day."
nidoranf,"A mild-mannered Pokemon that does not like to fight. Beware, its small horns secrete venom."
nidorina,"When resting deep in its burrow, its thorns always retract. This is proof that it is relaxed."
nidoqueen,Tough scales cover the sturdy body of this Pokemon. It appears that the scales grow in cycles.
nidoranm,"Its large ears are always kept upright. If it senses danger, it will attack with a poisonous sting."
nidorino,"Its horns contain venom. If they are stabbed into an enemy, the impact makes the poison leak out."
nidoking,"Its steel-like hide adds to its powerful tackle. Its horns are so hard, they can pierce a diamond."
clefairy,"Adored for their cute looks and playfulness. They are thought to be rare, as they do not appear often."
clefable,"They appear to be very protective of their own world. It is a kind of fairy, rarely seen by people."
vulpix,"Both its fur and its tails are beautiful. As it grows, the tails split and form more tails."
ninetales,"According to an enduring legend, 9 noble saints were united and reincarnated as this Pokemon."
jigglypuff,Uses its alluring eyes to enrapture its foe. It then sings a pleasing melody that lulls the foe to sleep.
wigglytuff,"Its body is full of elasticity. By inhaling deeply, it can continue to inflate itself without limit."
zubat,Emits ultrasonic cries while it flies. They act as a sonar used to check for objects in its way.
golbat,"It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and suck blood."
oddish,"It may be mistaken for a clump of weeds. If you try to yank it out of the ground, it shrieks horribly."
gloom,"Smells incredibly foul! However, around 1 out of 1,000 people enjoy sniffing its nose- bending stink."
vileplume,Flaps its broad flower petals to scatter its poisonous pollen. The flapping sound is very loud.
paras,Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.
parasect,The bug host is drained of energy by the mushrooms on its back. They appear to do all the thinking.
venonat,"Its large eyes act as radars. In a bright place, you can see that they are clusters of many tiny eyes."
venomoth,The powdery scales on its wings are hard to remove. They also contain poison that leaks out on contact.
diglett,"It prefers dark places. It spends most of its time underground, though it may pop up in caves."
dugtrio,"A team of triplets that can burrow over 60 MPH. Due to this, some people think it's an earthquake."
meowth,Appears to be more active at night. It loves round and shiny things. It can't stop from picking them up.
persian,The gem in its forehead glows on its own! It walks with all the grace and elegance of a proud queen.
psyduck,"Always tormented by headaches. It uses psychic powers, but it is not known if it intends to do so."
golduck,Its slim and long limbs end in broad flippers. They are used for swimming gracefully in lakes.
mankey,An agile Pokemon that lives in trees. It angers easily and will not hesitate to attack anything.
primeape,It stops being angry only when nobody else is around. To view this moment is very difficult.
growlithe,"A Pokemon with a friendly nature. However, it will bark fiercely at anything invading its territory."
arcanine,A legendary POKMON in China. Many people are charmed by its grace and beauty while running.
poliwag,The direction of the spiral on the belly differs by area. It is more adept at swimming than walking.
poliwhirl,"Under attack, it uses its belly  spiral to put the foe to sleep. It then makes its escape."
poliwrath,Swims powerfully using all the muscles in its body. It can even overtake champion swimmers.
